자치구명,건물면적,토지면적,층,건축년도,경도,위도,읍면동명,월평균소득,동별세대수,동별세대당인구,20세미만인구,20세이상인구,주택가격(만원)
강서구,47.16,27.0,5.0,2001.0,126.8485029092826,37.54352671421762,화곡제1동,2485455.0,27977,1.78,20096,189853,16000
강서구,54.48,31.0,2.0,2008.0,126.84977145520544,37.53549975322975,화곡제1동,2485455.0,27977,1.78,20096,189853,22000
동작구,34.68,19.0,5.0,2013.0,126.95158163653336,37.50633053529724,상도제1동,3875896.0,23035,1.92,823,8889,35500
중랑구,46.01,22.0,5.0,2002.0,127.09930632620396,37.60494365310007,신내1동,2780491.0,14718,2.52,7095,48326,19400
양천구,54.16,37.0,4.0,2018.0,126.8660188325735,37.5409502807497,목1동,5667672.0,10323,2.91,24023,117070,43000
도봉구,40.78,19.0,1.0,1995.0,127.03933059430788,37.6440171176186,창제1동,3038009.0,10939,2.16,11946,100519,15800
강서구,20.68,12.0,6.0,2014.0,126.84993829374284,37.53301739652113,화곡제1동,2485455.0,27977,1.78,20096,189853,19000
금천구,47.74,27.0,4.0,2011.0,126.9068053146895,37.44102462089209,시흥제1동,2757307.0,16384,1.93,9319,87362,29300
관악구,72.07,33.0,4.0,2001.0,126.96511007833588,37.47280337676334,보라매동,2529995.0,13012,1.79,17975,200181,30700
도봉구,43.6,27.0,4.0,2016.0,127.04062877276552,37.63403943238725,창제1동,3038009.0,10939,2.16,11946,100519,28000
동대문구,53.0,31.0,5.0,2015.0,127.07262857103616,37.56870300604601,장안제1동,2863708.0,18312,2.02,8215,60301,37000
은평구,29.97,20.0,3.0,2019.0,126.92260052624336,37.61329661676517,대조동,2535013.0,15543,1.75,1933,25019,36000
마포구,38.07,19.0,-1.0,1991.0,126.92023456730676,37.54598303983068,서강동,4339738.0,12236,2.0,39,923,30500
은평구,29.8,18.0,2.0,2013.0,126.9123618280959,37.60229755572144,역촌동,2521877.0,21160,2.11,4298,39719,23000
도봉구,45.76,23.0,4.0,2016.0,127.03785358135848,37.64061728701083,창제1동,3038009.0,10939,2.16,11946,100519,26900
강서구,38.88,27.0,3.0,2017.0,126.81614830634884,37.574524403219385,공항동,2896818.0,13889,2.11,5459,54460,33500
동대문구,46.1,26.0,2.0,2022.0,127.05327557393636,37.58235071957855,전농제1동,3070695.0,16514,1.98,5516,44011,56000
구로구,36.98,23.0,3.0,1994.0,126.82879708031264,37.49731789368597,수궁동,2682295.0,9993,2.23,1523,12096,12500
강서구,31.53,19.0,5.0,2016.0,126.84260393425691,37.55736265548804,발산제1동,3192517.0,13569,2.58,7469,35929,26800
동작구,32.91,28.0,3.0,2015.0,126.95188727778888,37.499379585965606,상도제1동,3875896.0,23035,1.92,11510,101057,26500
강북구,56.94,38.0,2.0,2008.0,127.02823199242783,37.643544922704194,수유1동,2220463.0,10493,1.86,7930,90942,25500
강동구,24.95,17.0,4.0,2022.0,127.16126611060304,37.56253643204538,고덕제1동,4618641.0,8141,2.91,9891,37521,44800
강동구,82.76,46.0,4.0,2002.0,127.12736845292054,37.54749721009349,천호제1동,2473111.0,12918,1.97,6667,78755,46400
광진구,49.79,28.0,3.0,2018.0,127.0829776144179,37.56723864880403,중곡제1동,2542359.0,8672,1.74,5978,70958,39900
은평구,29.89,13.0,7.0,2012.0,126.91531035143122,37.6113898443274,구산동,2602334.0,13488,2.29,3173,27409,22000
마포구,22.79,14.0,2.0,2022.0,126.938508102526,37.554809623256354,대흥동,3421062.0,8658,1.65,217,5507,51000
동대문구,37.18,24.0,3.0,2016.0,127.06788320520474,37.56992391249639,장안제1동,2863708.0,18312,2.02,8215,60301,28500
강북구,49.06,29.0,4.0,2001.0,127.02728051240514,37.644251320185866,수유1동,2220463.0,10493,1.86,7930,90942,19300
광진구,44.53,33.0,4.0,2015.0,127.0864645068409,37.54838676292077,구의제1동,2683701.0,13261,1.73,7794,66911,47500
광진구,44.53,33.0,4.0,2015.0,127.0864645068409,37.54838676292077,구의제1동,2683701.0,13261,1.73,7794,66911,47500
마포구,59.85,36.0,5.0,2001.0,126.95496367545904,37.55659979335309,아현동,5237419.0,12370,2.35,3356,24131,51000
영등포구,29.85,17.0,2.0,2021.0,126.89871816573444,37.50635747340455,도림동,3031484.0,9795,1.79,1313,16048,45700
강동구,46.39,28.0,6.0,2016.0,127.14510219502525,37.52682734685463,둔촌제1동,3596734.0,9657,2.72,7752,42145,40000
성북구,27.49,17.0,3.0,2019.0,127.0537727124106,37.60961566720129,장위제1동,2231978.0,10578,2.17,5778,44339,35000
강동구,40.86,32.0,3.0,1986.0,127.16155519504665,37.56155871263149,고덕제1동,4618641.0,8141,2.91,9891,37521,50000
서대문구,37.3,37.0,-1.0,1986.0,126.9116405667582,37.58420463779741,북가좌제1동,4005416.0,6749,2.57,5399,41436,12000
종로구,83.25,95.0,-1.0,1991.0,126.97635988612804,37.611895878534376,평창동,4504006.0,7141,2.42,1399,9974,41800
동작구,26.95,17.0,4.0,2016.0,126.92802422523144,37.5137856898295,대방동,3524765.0,16316,2.11,4384,29627,30000
강동구,41.9,25.0,2.0,2012.0,127.13308826563356,37.54896801129214,암사제1동,2852157.0,15928,2.08,7845,55492,29500
마포구,36.59,18.0,4.0,1994.0,126.90768741734648,37.552085709234696,합정동,3195027.0,9103,1.75,1100,14725,35500
강동구,43.54,32.0,2.0,2012.0,127.12578276296604,37.547865784200845,천호제1동,2473111.0,12918,1.97,6667,78755,36000
광진구,62.76,24.0,4.0,2011.0,127.0881598778116,37.54030994846064,구의제1동,2683701.0,13261,1.73,7794,66911,31000
동대문구,22.65,20.0,-1.0,1994.0,127.06644922910966,37.59666531838317,이문제1동,3000929.0,11097,1.75,4286,33280,63900
성북구,57.39,36.0,1.0,1992.0,127.01926267361723,37.59692486610091,동선동,2821008.0,9757,1.53,98,1885,25000
금천구,44.03,28.0,2.0,2014.0,126.9038146558383,37.45934683181326,시흥제1동,2757307.0,16384,1.93,9319,87362,29700
중랑구,29.83,20.0,5.0,2016.0,127.0854297543056,37.57663577612831,면목제2동,2322173.0,12138,1.91,10715,119617,27000
강동구,46.28,27.0,6.0,2015.0,127.13259967209594,37.551979668997056,암사제1동,2852157.0,15928,2.08,7845,55492,39000
마포구,53.19,31.0,3.0,1994.0,126.9612748040506,37.54756070751894,아현동,5237419.0,12370,2.35,2902,22186,46000
서대문구,55.2,24.0,2.0,2001.0,126.91436543530662,37.5824840988,북가좌제1동,4005416.0,6749,2.57,5399,41436,26000
양천구,31.34,21.0,2.0,2016.0,126.8749233734466,37.54556617474328,목1동,5667672.0,10323,2.91,24023,117070,27000
광진구,39.59,23.0,6.0,2015.0,127.08545481338012,37.55692402603066,중곡제1동,2542359.0,8672,1.74,5978,70958,43000
광진구,23.8,17.0,3.0,2019.0,127.09211770408535,37.55107881480476,구의제1동,2683701.0,13261,1.73,7794,66911,29700
양천구,43.82,26.0,2.0,2006.0,126.86904051324638,37.54465830849976,목1동,5667672.0,10323,2.91,24023,117070,27800
중랑구,29.1,18.0,2.0,2021.0,127.0916191044438,37.59039428425984,면목제2동,2322173.0,12138,1.91,10715,119617,29500
중랑구,28.26,18.0,3.0,2021.0,127.0916191044438,37.59039428425984,면목제2동,2322173.0,12138,1.91,10715,119617,29500
용산구,19.31,13.0,2.0,2024.0,126.95815957258468,37.538054212797135,용문동,3568910.0,5271,2.12,489,5402,44500
강동구,59.51,28.0,4.0,2012.0,127.13860661820117,37.542312199477614,천호제1동,2473111.0,12918,1.97,6667,78755,31700
관악구,56.73,32.0,-1.0,1993.0,126.93256931740292,37.47958067538088,서원동,2412001.0,15455,1.49,15528,223346,25050
강북구,45.12,19.0,1.0,1994.0,127.01641973769988,37.62893400191012,수유1동,2220463.0,10493,1.86,7930,90942,11000
송파구,55.92,31.0,5.0,2004.0,127.11934038948752,37.53495606432303,풍납1동,3011150.0,5352,2.09,3754,29883,40000
광진구,28.81,20.0,5.0,2017.0,127.092173526623,37.53995836466421,구의제1동,2683701.0,13261,1.73,7794,66911,33000
광진구,28.81,4.0,5.0,2017.0,127.092173526623,37.53995836466421,구의제1동,2683701.0,13261,1.73,7794,66911,33000
성북구,53.6,28.0,3.0,1997.0,127.03052338082576,37.58493625214594,안암동,2896471.0,10235,1.5,300,3855,31000
성북구,44.58,18.0,4.0,1991.0,127.04432464636986,37.61673580872712,장위제1동,2231978.0,10578,2.17,5778,44339,27700
송파구,53.44,36.0,-1.0,1986.0,127.1105014468618,37.51426345212028,방이1동,3970520.0,6168,2.43,6764,51042,31000
중랑구,30.12,18.0,2.0,2014.0,127.09366791264902,37.58700045901146,면목제2동,2322173.0,12138,1.91,10715,119617,35700
강북구,45.99,29.0,2.0,2018.0,127.03660303352729,37.635517596619,번1동,2303972.0,9729,1.68,3593,42720,31609
도봉구,37.02,27.0,1.0,1987.0,127.04169027923912,37.68010262326968,도봉제1동,2275377.0,10210,1.92,3587,41338,11000
송파구,21.6,13.0,4.0,2016.0,127.0877592572007,37.50585327261877,잠실본동,3079387.0,16244,1.7,16731,86284,24800
강서구,39.3,26.0,6.0,2015.0,126.84396017489613,37.54178477225107,화곡제1동,2485455.0,27977,1.78,20096,189853,33000
강서구,44.64,25.0,1.0,2002.0,126.8402427002198,37.55259327242207,발산제1동,3192517.0,13569,2.58,7469,35929,17500
서대문구,55.2,24.0,2.0,2001.0,126.91436543530662,37.5824840988,북가좌제1동,4005416.0,6749,2.57,5399,41436,26000
관악구,59.79,27.0,3.0,2001.0,126.96802945566075,37.46909326646954,보라매동,2529995.0,13012,1.79,17975,200181,31000
강북구,45.99,29.0,3.0,2018.0,127.03660303352729,37.635517596619,번1동,2303972.0,9729,1.68,3593,42720,31909
도봉구,73.61,40.0,4.0,2010.0,127.03945607830993,37.64304599335038,창제1동,3038009.0,10939,2.16,11946,100519,32500
동작구,52.53,28.0,4.0,2002.0,126.92988699260368,37.49662459782758,상도제1동,3875896.0,23035,1.92,11510,101057,28000
은평구,16.26,9.0,4.0,2016.0,126.91226951274088,37.60934139669625,구산동,2602334.0,13488,2.29,3173,27409,14300
강동구,29.98,21.0,4.0,2021.0,127.1659998153051,37.56164404061616,고덕제1동,4618641.0,8141,2.91,9891,37521,46000
구로구,36.555,23.0,2.0,2017.0,126.85163337058962,37.483668610911614,개봉제1동,2805757.0,15247,2.18,8142,71996,21700
강북구,45.99,29.0,4.0,2018.0,127.03660303352729,37.635517596619,번1동,2303972.0,9729,1.68,3593,42720,32009
강동구,28.05,18.0,6.0,2018.0,127.12368090704148,37.54542524488587,천호제1동,2473111.0,12918,1.97,6667,78755,47000
중랑구,64.28,34.0,4.0,2004.0,127.08111378211568,37.61171519250428,묵제1동,3120718.0,14942,2.23,5371,45104,24000
양천구,29.53,13.0,3.0,2016.0,126.86423918933512,37.53320916424117,목1동,5667672.0,10323,2.91,24023,117070,22750
강북구,45.99,29.0,5.0,2018.0,127.03660303352729,37.635517596619,번1동,2303972.0,9729,1.68,3593,42720,32209
은평구,32.16,16.0,-1.0,1992.0,126.90630934740928,37.59514743566867,신사제1동,2637581.0,11982,2.17,4259,39782,17000
강북구,45.11,28.0,6.0,2018.0,127.03660303352729,37.635517596619,번1동,2303972.0,9729,1.68,3593,42720,31405
강북구,45.11,28.0,2.0,2018.0,127.03660303352729,37.635517596619,번1동,2303972.0,9729,1.68,3593,42720,31005
양천구,28.82,16.0,2.0,2015.0,126.87462761559728,37.54465282864683,목1동,5667672.0,10323,2.91,24023,117070,28700
강북구,45.11,28.0,3.0,2018.0,127.03660303352729,37.635517596619,번1동,2303972.0,9729,1.68,3593,42720,31255
강북구,28.81,18.0,2.0,2014.0,127.01981861465217,37.63597288719801,수유1동,2220463.0,10493,1.86,7930,90942,18000
강북구,45.11,28.0,4.0,2018.0,127.03660303352729,37.635517596619,번1동,2303972.0,9729,1.68,3593,42720,31405
강서구,51.63,21.0,3.0,2002.0,126.84807226480532,37.53733406886603,화곡제1동,2485455.0,27977,1.78,20096,189853,17800
관악구,41.35,17.0,2.0,1993.0,126.92253108160382,37.47540475679811,서원동,2412001.0,15455,1.49,15528,223346,20500
도봉구,43.73,23.0,2.0,1991.0,127.0425927064582,37.65476238367138,창제1동,3038009.0,10939,2.16,11946,100519,19000
중랑구,39.67,24.0,2.0,2016.0,127.08367396613492,37.59380771105305,상봉제1동,2969913.0,10067,2.26,3765,39299,35500
강북구,45.11,28.0,5.0,2018.0,127.03660303352729,37.635517596619,번1동,2303972.0,9729,1.68,3593,42720,31555
성북구,74.76,34.0,4.0,2003.0,127.04872247971868,37.61027169295294,장위제1동,2231978.0,10578,2.17,5778,44339,52000
양천구,55.92,24.0,3.0,1995.0,126.8669231397258,37.54112612675254,목1동,5667672.0,10323,2.91,24023,117070,20000
강북구,49.81,31.0,6.0,2018.0,127.03660303352729,37.635517596619,번1동,2303972.0,9729,1.68,3593,42720,34047
중구,25.0,17.0,3.0,2019.0,127.00815044737024,37.562593448872505,장충동,2895026.0,2911,1.57,143,1524,31500
동작구,55.77,27.0,5.0,2013.0,126.9303172183456,37.50008029141831,상도제1동,3875896.0,23035,1.92,11510,101057,48700
은평구,67.21,30.0,3.0,2000.0,126.91649652361993,37.60093813883104,역촌동,2521877.0,21160,2.11,4298,39719,29700
성동구,27.31,13.0,5.0,2018.0,127.0404074688058,37.56535950103782,마장동,3021967.0,10844,1.97,2018,19087,30000
강서구,61.98,29.0,2.0,2001.0,126.8333174997643,37.5525236841559,발산제1동,3192517.0,13569,2.58,7469,35929,27400
도봉구,45.16,21.0,1.0,1994.0,127.02913634586837,37.64992812498498,쌍문제1동,2440535.0,9600,2.15,7131,64103,16000
동대문구,54.6,38.0,6.0,2016.0,127.0664980667267,37.5768542211788,전농제1동,3070695.0,16514,1.98,5516,44011,37000
강북구,24.59,14.0,4.0,2010.0,127.0277691718371,37.64370297376762,수유1동,2220463.0,10493,1.86,7930,90942,9500
강서구,48.0,28.0,2.0,2008.0,126.8139795484994,37.55869333313657,공항동,2896818.0,13889,2.11,1271,15786,24900
성북구,58.29,37.0,3.0,2015.0,127.06143125160024,37.60510316457842,석관동,2864182.0,16645,2.0,3014,29840,38400
강서구,29.99,17.0,4.0,2022.0,126.85667027942864,37.5555328211171,등촌제1동,3322838.0,14383,1.74,6485,66020,29000
강서구,38.25,23.0,4.0,2017.0,126.83980769348524,37.53560640877063,화곡제1동,2485455.0,27977,1.78,20096,189853,26500
은평구,39.58,25.0,4.0,2014.0,126.91517841986254,37.61577417894888,갈현제1동,2481200.0,7224,1.96,3860,37070,31000
양천구,47.84,32.0,1.0,2016.0,126.8749233734466,37.54556617474328,목1동,5667672.0,10323,2.91,24023,117070,34000
관악구,53.42,25.0,1.0,2002.0,126.93248567094152,37.477058259963655,서원동,2412001.0,15455,1.49,15528,223346,40000
관악구,47.77,32.0,3.0,2016.0,126.95261137045284,37.48757790327241,보라매동,2529995.0,13012,1.79,17975,200181,28000
광진구,42.59,26.0,5.0,2016.0,127.07459371789054,37.56019741169472,중곡제1동,2542359.0,8672,1.74,5978,70958,42000
은평구,52.32,30.0,3.0,2010.0,126.9181185093174,37.62691114954249,갈현제1동,2481200.0,7224,1.96,3860,37070,25000
성북구,29.97,19.0,2.0,2016.0,127.0456005487016,37.617104345237024,장위제1동,2231978.0,10578,2.17,5778,44339,24000
마포구,28.1,12.0,-1.0,1993.0,126.91604708317831,37.56585426216534,성산제1동,2814646.0,9628,1.93,4258,42729,16800
강동구,41.41,25.0,6.0,2021.0,127.13492760278338,37.53188388223769,성내제1동,3438376.0,8188,2.33,5877,57744,43500
양천구,46.67,24.0,6.0,2015.0,126.83126793308416,37.53015279258972,신월1동,2227154.0,9857,1.91,12633,101640,23200
마포구,17.32,11.0,3.0,2011.0,126.90891278608537,37.55323222362949,합정동,3195027.0,9103,1.75,1100,14725,20000
동대문구,34.14,17.0,6.0,2018.0,127.06706083480422,37.578392026707526,전농제1동,3070695.0,16514,1.98,5516,44011,10463
강동구,44.77,25.0,2.0,2002.0,127.13856334158449,37.52988456128554,둔촌제1동,3596734.0,9657,2.72,7752,42145,59500
동대문구,34.14,17.0,8.0,2018.0,127.06706083480422,37.578392026707526,전농제1동,3070695.0,16514,1.98,5516,44011,10463
강남구,63.47,61.0,1.0,1989.0,127.0369882427082,37.49363991067384,역삼1동,3607265.0,23835,1.44,8988,60567,54000
동대문구,32.83,17.0,8.0,2018.0,127.06706083480422,37.578392026707526,전농제1동,3070695.0,16514,1.98,5516,44011,10155
은평구,50.02,32.0,3.0,2017.0,126.90825211150415,37.602134311916735,역촌동,2521877.0,21160,2.11,4298,39719,30600
동작구,65.36,31.0,2.0,1992.0,126.96776651284532,37.49299184512101,사당제1동,2855173.0,14034,1.6,8280,86257,35000
은평구,46.5,22.0,6.0,2016.0,126.9077075004016,37.59638617149985,신사제1동,2637581.0,11982,2.17,4259,39782,21365
동작구,54.469,32.0,2.0,2016.0,126.95242555571996,37.508098845604565,상도제1동,3875896.0,23035,1.92,11510,101057,47500
강남구,29.76,21.0,3.0,2022.0,127.08707445253424,37.492334357433215,개포2동,5195802.0,15034,2.82,8280,38181,64000
강북구,40.69,29.0,4.0,2015.0,127.01555481984816,37.64005700951725,수유1동,2220463.0,10493,1.86,7930,90942,21300
관악구,29.97,14.0,5.0,2013.0,126.91964977877156,37.47345866815979,서원동,2412001.0,15455,1.49,15528,223346,22500
강동구,47.19,28.0,3.0,2013.0,127.12451919872107,37.55124679617333,암사제1동,2852157.0,15928,2.08,7845,55492,43000
강서구,33.8,19.0,4.0,2011.0,126.83364772411647,37.54385383220447,화곡제1동,2485455.0,27977,1.78,20096,189853,18900
광진구,20.16,14.0,2.0,2016.0,127.0754168492636,37.53699859506201,자양제1동,2745988.0,12126,1.79,9064,81478,45000
성북구,44.6,12.0,10.0,2017.0,127.03222853325668,37.60552077018773,길음제2동,3736133.0,8475,2.52,4810,32559,38000
영등포구,48.12,30.0,-1.0,1987.0,126.895703738008,37.50096882571961,신길제5동,2656511.0,4435,2.16,3560,42101,14500
동작구,50.13,21.0,3.0,2002.0,126.97026372432408,37.48242055855991,사당제1동,2855173.0,14034,1.6,8280,86257,28000
양천구,24.38,29.0,1.0,1991.0,126.83400147964542,37.53403685194137,신월1동,2227154.0,9857,1.91,12633,101640,9330
양천구,24.38,29.0,-1.0,1991.0,126.83400147964542,37.53403685194137,신월1동,2227154.0,9857,1.91,12633,101640,6980
강서구,59.88,26.0,1.0,2001.0,126.83882647178535,37.53527150660367,화곡제1동,2485455.0,27977,1.78,20096,189853,24500
양천구,42.71,28.0,3.0,1987.0,126.83145388372832,37.5206250972901,신월1동,2227154.0,9857,1.91,12633,101640,22500
양천구,42.21,33.0,-1.0,1991.0,126.83400147964542,37.53403685194137,신월1동,2227154.0,9857,1.91,12633,101640,11250
양천구,42.21,33.0,1.0,1991.0,126.83400147964542,37.53403685194137,신월1동,2227154.0,9857,1.91,12633,101640,14900
금천구,31.58,20.0,3.0,2013.0,126.9044950125513,37.45647880831989,시흥제1동,2757307.0,16384,1.93,9319,87362,19000
양천구,66.59,39.0,2.0,1991.0,126.83400147964542,37.53403685194137,신월1동,2227154.0,9857,1.91,12633,101640,23100
구로구,38.67,18.0,2.0,2001.0,126.84357026313748,37.503087827016046,개봉제1동,2805757.0,15247,2.18,8142,71996,19500
양천구,33.18,14.0,4.0,1992.0,126.82563917322663,37.53872450003827,신월1동,2227154.0,9857,1.91,12633,101640,10000
강북구,59.61,37.0,2.0,2006.0,127.01263071814266,37.64566793020694,수유1동,2220463.0,10493,1.86,7930,90942,22500
마포구,59.59,32.0,3.0,2003.0,126.91695570843572,37.55340841168903,서교동,3212258.0,15176,1.56,1195,17770,38300
동대문구,13.72,8.0,4.0,2013.0,127.05209095468864,37.57915784031197,전농제1동,3070695.0,16514,1.98,5516,44011,24000
구로구,24.93,16.0,3.0,2018.0,126.88144209986996,37.491200416648304,구로제1동,3368067.0,8393,2.42,9818,101018,23500
동대문구,13.13,8.0,5.0,2013.0,127.05209095468864,37.57915784031197,전농제1동,3070695.0,16514,1.98,5516,44011,24000
강동구,41.13,22.0,3.0,2012.0,127.14197197788066,37.55174356032235,명일제1동,3540203.0,9979,2.48,6571,34125,25500
노원구,29.09,18.0,4.0,2017.0,127.05762372526208,37.67594466369727,중계4동,3196660.0,8184,2.3,22054,169138,24350
강동구,53.33,23.0,-1.0,1994.0,127.12822717982564,37.52573281322255,성내제1동,3438376.0,8188,2.33,5877,57744,17500
강서구,36.52,23.0,4.0,2018.0,126.81282254360352,37.57498123017725,공항동,2896818.0,13889,2.11,5459,54460,36000
관악구,70.9,33.0,-1.0,2002.0,126.91719186529268,37.486510561679246,서원동,2412001.0,15455,1.49,15528,223346,28800
동대문구,32.83,17.0,7.0,2018.0,127.06706083480422,37.578392026707526,전농제1동,3070695.0,16514,1.98,5516,44011,10155
은평구,54.18,22.0,2.0,2002.0,126.91714572094254,37.60151322896167,역촌동,2521877.0,21160,2.11,4298,39719,23000
강서구,29.94,10.0,6.0,2011.0,126.84335736988852,37.52896347812481,화곡제1동,2485455.0,27977,1.78,20096,189853,18000
동대문구,32.83,17.0,9.0,2018.0,127.06706083480422,37.578392026707526,전농제1동,3070695.0,16514,1.98,5516,44011,10155
금천구,25.52,19.0,6.0,2022.0,126.90670912861908,37.47774760426627,독산제1동,3000453.0,26067,1.81,8187,92075,31000
강동구,28.85,17.0,3.0,2017.0,127.12630312140276,37.52567972533288,성내제1동,3438376.0,8188,2.33,5877,57744,30000
은평구,59.94,36.0,3.0,2017.0,126.92320740997128,37.59787627238087,응암제1동,2726133.0,15072,2.13,9854,70904,39000
성북구,42.93,33.0,2.0,2020.0,127.04281441910668,37.61615530508179,장위제1동,2231978.0,10578,2.17,5778,44339,34500
성북구,42.93,33.0,2.0,2020.0,127.04281441910668,37.61615530508179,장위제1동,2231978.0,10578,2.17,5778,44339,34500
종로구,56.36,18.0,4.0,1998.0,127.00916407007963,37.57905562617489,창신제1동,2393308.0,2670,1.69,1235,16657,36500
송파구,48.17,28.0,3.0,2003.0,127.07938526699502,37.50483768535288,잠실본동,3079387.0,16244,1.7,16731,86284,38000
동대문구,34.14,17.0,9.0,2018.0,127.06706083480422,37.578392026707526,전농제1동,3070695.0,16514,1.98,5516,44011,10463
관악구,51.98,29.0,3.0,2012.0,126.92070822904738,37.474180042821295,서원동,2412001.0,15455,1.49,15528,223346,28500
노원구,52.73,31.0,4.0,2009.0,127.07343862283372,37.62813081936813,공릉1동,2786137.0,18792,1.89,9238,66332,22500
양천구,40.0,24.0,5.0,2016.0,126.85224759010369,37.52589099370364,신정1동,5046256.0,6922,2.83,25771,140883,35000
중랑구,73.28,43.0,4.0,2008.0,127.0834087062759,37.60246389651601,중화제1동,2518956.0,8828,2.06,3154,38114,36500
동대문구,34.14,17.0,7.0,2018.0,127.06706083480422,37.578392026707526,전농제1동,3070695.0,16514,1.98,5516,44011,10463
은평구,41.25,23.0,2.0,1993.0,126.93389241806746,37.61627469324503,불광제1동,3182963.0,18150,2.06,5303,57959,16500
성동구,27.51,8.0,2.0,2017.0,127.02856175936137,37.564246964239146,왕십리제2동,3474994.0,7364,2.16,3546,25649,28400
동대문구,32.83,17.0,6.0,2018.0,127.06706083480422,37.578392026707526,전농제1동,3070695.0,16514,1.98,5516,44011,10155
성동구,27.51,8.0,2.0,2017.0,127.02856175936137,37.564246964239146,왕십리제2동,3474994.0,7364,2.16,3546,25649,28400
노원구,46.07,30.0,-1.0,1994.0,127.05939894715554,37.67497886385416,중계4동,3196660.0,8184,2.3,22054,169138,10000
구로구,42.15,51.0,2.0,1988.0,126.82427998534826,37.487368423021806,항동,3007261.0,6200,2.59,2969,12275,34300
중랑구,41.06,22.0,6.0,2021.0,127.0958706937314,37.59453016027253,망우본동,2443681.0,18872,2.02,5226,47293,38000
도봉구,38.61,15.0,9.0,2022.0,127.04211537767496,37.65490996200957,창제1동,3038009.0,10939,2.16,11946,100519,37000
양천구,29.02,18.0,2.0,2016.0,126.83401844239884,37.538639750908445,신월1동,2227154.0,9857,1.91,12633,101640,16500
송파구,35.55,23.0,5.0,2014.0,127.1255753951094,37.51124964696045,방이1동,3970520.0,6168,2.43,6764,51042,25720
성북구,59.52,34.0,4.0,2013.0,127.03329848378355,37.606122611690665,길음제2동,3736133.0,8475,2.52,4810,32559,34500
강서구,48.25,29.0,5.0,2018.0,126.83757946379198,37.54205175554517,화곡제1동,2485455.0,27977,1.78,20096,189853,34500
금천구,30.0,13.0,4.0,2018.0,126.90221285554868,37.45224540867378,시흥제1동,2757307.0,16384,1.93,9319,87362,24000
강동구,41.69,26.0,6.0,2022.0,127.13876703604492,37.55088099422418,암사제1동,2852157.0,15928,2.08,7845,55492,49000
강서구,59.78,31.0,1.0,2001.0,126.85142569144108,37.53538024888579,화곡제1동,2485455.0,27977,1.78,20096,189853,23500
광진구,14.76,18.0,6.0,2019.0,127.07330606937556,37.53055769987649,자양제1동,2745988.0,12126,1.79,9064,81478,35000
강동구,29.23,9.0,8.0,2018.0,127.13264100000832,37.53913635617211,천호제1동,2473111.0,12918,1.97,6667,78755,27000
광진구,28.15,17.0,4.0,2019.0,127.08184546600025,37.53932164929388,자양제1동,2745988.0,12126,1.79,9064,81478,38000
강동구,29.23,9.0,8.0,2018.0,127.13264100000832,37.53913635617211,천호제1동,2473111.0,12918,1.97,6667,78755,27000
강서구,46.19,31.0,4.0,2002.0,126.84644592547691,37.54075974908235,화곡제1동,2485455.0,27977,1.78,20096,189853,17000
광진구,23.8,17.0,5.0,2019.0,127.09211770408535,37.55107881480476,구의제1동,2683701.0,13261,1.73,7794,66911,28800
은평구,75.34,39.0,2.0,2001.0,126.92009202873471,37.62742692898853,불광제1동,3182963.0,18150,2.06,5303,57959,34000
양천구,25.12,14.0,6.0,2017.0,126.85390113910265,37.525028263512944,신정1동,5046256.0,6922,2.83,25771,140883,20000
광진구,47.94,28.0,3.0,2014.0,127.08482179646624,37.5298279594132,자양제1동,2745988.0,12126,1.79,9064,81478,50000
은평구,52.08,25.0,4.0,2011.0,126.91538308861642,37.602225713434414,역촌동,2521877.0,21160,2.11,4298,39719,25200
은평구,54.25,32.0,3.0,2017.0,126.906082014158,37.60435516577408,역촌동,2521877.0,21160,2.11,4298,39719,28000
성북구,40.77,25.0,6.0,2017.0,127.0339739891444,37.59392481469845,종암동,3381883.0,16945,2.18,4536,31806,29000
양천구,38.83,22.0,4.0,2015.0,126.86340781772074,37.54301376381985,목1동,5667672.0,10323,2.91,24023,117070,30000
마포구,27.92,15.0,2.0,2016.0,126.90228860726454,37.557583464174655,망원제1동,2802536.0,10082,1.85,3239,32518,31600
마포구,29.56,21.0,2.0,2016.0,126.93523243623083,37.54547269920182,대흥동,3421062.0,8658,1.65,1809,13373,45000
송파구,39.99,20.0,3.0,2004.0,127.07902313987694,37.50435191442577,잠실본동,3079387.0,16244,1.7,16731,86284,34250
양천구,52.6,22.0,-1.0,2002.0,126.85972498034852,37.5285413136488,신정1동,5046256.0,6922,2.83,25771,140883,10000
성북구,42.0,34.0,4.0,2017.0,127.01461494370268,37.599847449372255,삼선동,3057377.0,11478,1.91,5011,31970,28500
강서구,17.01,9.0,6.0,2011.0,126.8386289534894,37.53608360505092,화곡제1동,2485455.0,27977,1.78,20096,189853,7500
성북구,29.85,10.0,5.0,2018.0,127.06182455087054,37.61297247867556,석관동,2864182.0,16645,2.0,3014,29840,25200
서대문구,30.35,18.0,-1.0,1997.0,126.93409768206776,37.58609507262078,홍은제1동,3093859.0,9633,2.28,5364,43858,7500
관악구,53.49,29.0,3.0,2010.0,126.96909685764986,37.46976594114033,보라매동,2529995.0,13012,1.79,17975,200181,33500
서대문구,62.01,65.0,3.0,1989.0,126.94984092255768,37.60283099589495,홍은제1동,3093859.0,9633,2.28,5364,43858,35000
