"시도별",2021,2022,2023 p)
"전국",42963,45045,46491
"서울특별시",53373,56094,58255
"부산광역시",31950,34465,34762
"대구광역시",27770,29654,30985
"인천광역시",35388,38065,38840
"광주광역시",32098,33497,35452
"대전광역시",32928,34409,36645
"울산광역시",70889,76234,81235
"세종특별자치시",42797,42207,43174
"경기도",41392,42903,43070
"강원특별자치도",36350,37797,40713
"충청북도",49519,52252,54214
"충청남도",62474,64469,64709
"전북특별자치도",33164,34484,36283
"전라남도",52489,54179,55513
"경상북도",44957,46243,48812
"경상남도",35661,38612,42144
"제주특별자치도",33861,35999,38450
